Age,Workclass,Education,Marital Status,Occupation,Relationship,Race,Sex,Hours per Week,Native Country,Salary
24, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Female,40, United-States, <=50K
58, Self-employed, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Female,40, United-States, <=50K
36, Private, Assoc-voc, Divorced, Tech-support, Unmarried, White, Female,40, United-States, <=50K
46, Private, Bachelors, Married, Sales, Husband, White, Male,50, United-States, <=50K
23, Other, Didnt-grad-HS, Never-married, Other, Not-in-family, White, Female,40, Mexico, <=50K
32, Private, Bachelors, Married, Sales, Husband, White, Male,50, United-States, <=50K
26, Private, HS-grad, Never-married, Other, Unmarried, Black, Male,40, United-States, <=50K
52, Private, Didnt-grad-HS, Never-married, Handlers-cleaners, Not-in-family, White, Female,40, United-States, <=50K
19, Private, HS-grad, Never-married, Other, Not-in-family, White, Female,45, United-States, <=50K
33, Private, Bachelors, Married, Prof-specialty, Husband, White, Male,60, United-States, >50K
60, Private, HS-grad, Married, Craft-repair, Husband, White, Male,40, United-States, <=50K
39, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Male,38, United-States, <=50K
45, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Male,45, United-States, <=50K
37, Government, Bachelors, Married, Adm-clerical, Unmarried, Black, Female,40, United-States, <=50K
29, Private, Assoc-acdm, Never-married, Tech-support, Own-child, White, Male,40, United-States, <=50K
53, Private, Bachelors, Married, Craft-repair, Husband, White, Male,66, United-States, <=50K
46, Government, Bachelors, Married, Exec-managerial, Husband, White, Male,40, United-States, <=50K
20, Private, Bachelors, Never-married, Transport-moving, Own-child, White, Male,40, United-States, <=50K
39, Private, Masters, Never-married, Prof-specialty, Own-child, White, Female,40, United-States, <=50K
48, Private, Bachelors, Married, Prof-specialty, Wife, White, Female,40, United-States, >50K
38, Private, HS-grad, Married, Craft-repair, Husband, Black, Male,48, United-States, <=50K
36, Private, HS-grad, Married, Craft-repair, Husband, White, Male,45, United-States, <=50K
53, Private, Didnt-grad-HS, Divorced, Machine-op-inspct, Unmarried, Black, Female,56, United-States, <=50K
29, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,35, United-States, <=50K
64, Private, Didnt-grad-HS, Married, Adm-clerical, Husband, White, Male,50, United-States, <=50K
34, Private, Bachelors, Married, Exec-managerial, Husband, White, Male,50, United-States, >50K
36, Other, HS-grad, Married, Other, Husband, White, Male,40, United-States, <=50K
41, Government, Bachelors, Divorced, Prof-specialty, Unmarried, White, Female,40, United-States, <=50K
34, Private, HS-grad, Divorced, Exec-managerial, Unmarried, White, Female,38, United-States, <=50K
68, Other, Didnt-grad-HS, Married, Other, Husband, White, Male,2, United-States, <=50K
37, Private, Bachelors, Married, Prof-specialty, Husband, Other, Male,50, ?, >50K
22, Private, Bachelors, Married, Tech-support, Husband, White, Male,40, United-States, <=50K
43, Private, Didnt-grad-HS, Married, Craft-repair, Husband, White, Male,40, United-States, <=50K
19, Other, Bachelors, Never-married, Other, Other-relative, White, Female,30, United-States, <=50K
36, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,40, United-States, <=50K
47, Private, HS-grad, Married, Sales, Husband, White, Male,55, United-States, >50K
25, Private, Assoc-voc, Never-married, Other, Other-relative, Asian-Pac-Islander, Female,40, ?, <=50K
33, Private, Bachelors, Separated, Machine-op-inspct, Not-in-family, White, Male,40, United-States, <=50K
27, Private, Bachelors, Never-married, Machine-op-inspct, Other-relative, White, Female,40, United-States, <=50K
33, Private, Bachelors, Never-married, Tech-support, Not-in-family, White, Male,70, United-States, <=50K
24, Private, HS-grad, Married, Transport-moving, Own-child, White, Female,40, United-States, <=50K
47, Government, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Female,40, United-States, <=50K
48, Self-employed, Didnt-grad-HS, Married, Exec-managerial, Husband, White, Male,40, United-States, <=50K
28, Private, HS-grad, Married, Sales, Husband, White, Male,50, United-States, <=50K
33, Government, Bachelors, Married, Prof-specialty, Husband, White, Male,40, United-States, >50K
44, Private, Bachelors, Married, Machine-op-inspct, Husband, White, Male,40, United-States, >50K
33, Government, Assoc-voc, Never-married, Protective-serv, Not-in-family, White, Male,56, United-States, <=50K
26, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,25, United-States, <=50K
22, Private, Assoc-voc, Never-married, Exec-managerial, Own-child, White, Male,40, United-States, <=50K
34, Private, Bachelors, Married, Exec-managerial, Husband, White, Male,55, United-States, >50K
31, Self-employed, Bachelors, Never-married, Exec-managerial, Own-child, White, Male,45, United-States, <=50K
73, Other, HS-grad, Widowed, Other, Not-in-family, White, Female,15, United-States, <=50K
38, Government, Assoc-voc, Married, Exec-managerial, Husband, White, Male,40, United-States, <=50K
51, Self-employed, Bachelors, Married, Prof-specialty, Wife, White, Female,40, United-States, >50K
36, Private, Bachelors, Married, Exec-managerial, Husband, White, Male,40, United-States, <=50K
29, Private, Bachelors, Married, Protective-serv, Husband, White, Male,54, United-States, >50K
64, Self-employed, HS-grad, Married, Sales, Husband, White, Male,15, United-States, >50K
24, Private, Bachelors, Never-married, Machine-op-inspct, Own-child, White, Male,55, United-States, <=50K
21, Government, Bachelors, Never-married, Exec-managerial, Own-child, White, Female,20, United-States, <=50K
28, Private, Bachelors, Married, Craft-repair, Husband, White, Male,60, United-States, >50K
18, Other, Didnt-grad-HS, Never-married, Other, Own-child, White, Male,25, United-States, <=50K
41, Self-employed, HS-grad, Married, Craft-repair, Husband, White, Male,50, United-States, <=50K
17, Private, Didnt-grad-HS, Never-married, Other, Own-child, White, Male,16, United-States, <=50K
58, Private, Doctorate, Married, Prof-specialty, Husband, White, Male,50, United-States, >50K
50, Self-employed, Bachelors, Married, Sales, Husband, White, Male,8, United-States, <=50K
30, Private, Didnt-grad-HS, Married, Handlers-cleaners, Not-in-family, Amer-Indian-Eskimo, Male,40, Mexico, <=50K
47, Private, HS-grad, Married, Craft-repair, Husband, White, Male,40, United-States, <=50K
24, Private, Bachelors, Never-married, Sales, Own-child, White, Male,20, United-States, <=50K
50, Government, Bachelors, Married, Exec-managerial, Husband, Black, Male,40, United-States, <=50K
29, Private, Masters, Never-married, Prof-specialty, Not-in-family, White, Male,55, Scotland, <=50K
31, Self-employed, Doctorate, Married, Prof-specialty, Husband, White, Male,40, United-States, >50K
40, Self-employed, HS-grad, Married, Farming-fishing, Husband, White, Male,70, United-States, >50K
31, Private, Bachelors, Never-married, Sales, Not-in-family, White, Female,60, United-States, <=50K
53, Private, Didnt-grad-HS, Married, Machine-op-inspct, Husband, Black, Male,40, United-States, <=50K
33, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,40, United-States, <=50K
43, Private, Bachelors, Married, Other, Husband, White, Male,40, United-States, <=50K
56, Private, Bachelors, Married, Exec-managerial, Wife, White, Female,50, United-States, >50K
38, Private, Bachelors, Married, Exec-managerial, Wife, White, Female,50, United-States, >50K
18, Private, Didnt-grad-HS, Never-married, Sales, Own-child, White, Female,30, United-States, <=50K
50, Private, HS-grad, Married, Exec-managerial, Husband, White, Male,40, United-States, >50K
78, Private, HS-grad, Widowed, Sales, Unmarried, White, Female,12, United-States, <=50K
27, Private, Didnt-grad-HS, Married, Craft-repair, Husband, White, Male,40, United-States, <=50K
19, Private, Bachelors, Never-married, Sales, Own-child, White, Female,25, United-States, <=50K
24, Government, Bachelors, Never-married, Tech-support, Not-in-family, White, Female,40, United-States, <=50K
20, Private, Bachelors, Never-married, Sales, Own-child, White, Male,15, United-States, <=50K
25, Private, Masters, Never-married, Prof-specialty, Own-child, White, Male,35, United-States, <=50K
34, Private, Bachelors, Divorced, Sales, Not-in-family, White, Female,50, United-States, >50K
30, Self-employed, Assoc-voc, Married, Sales, Husband, White, Male,35, United-States, <=50K
37, Government, Masters, Divorced, Prof-specialty, Not-in-family, White, Female,40, United-States, <=50K
38, Private, HS-grad, Married, Machine-op-inspct, Husband, White, Male,48, United-States, >50K
67, Other, HS-grad, Married, Adm-clerical, Husband, Asian-Pac-Islander, Male,12, Philippines, <=50K
35, Private, HS-grad, Married, Transport-moving, Husband, White, Male,30, United-States, <=50K
75, Self-employed, HS-grad, Married, Farming-fishing, Husband, White, Male,30, United-States, <=50K
47, Private, Bachelors, Married, Exec-managerial, Wife, White, Female,50, United-States, <=50K
23, Private, Didnt-grad-HS, Married, Handlers-cleaners, Husband, White, Male,40, United-States, <=50K
51, Government, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,8, United-States, <=50K
42, Government, HS-grad, Divorced, Other, Not-in-family, Black, Male,40, United-States, <=50K
32, Private, Bachelors, Married, Tech-support, Wife, White, Female,32, United-States, >50K
54, Private, HS-grad, Separated, Sales, Unmarried, White, Female,35, United-States, <=50K
20, Private, Bachelors, Never-married, Handlers-cleaners, Own-child, White, Female,40, United-States, <=50K
39, Private, HS-grad, Married, Craft-repair, Husband, White, Male,40, United-States, >50K
41, Private, HS-grad, Married, Craft-repair, Husband, White, Male,38, United-States, >50K
35, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Female,40, United-States, <=50K
45, Government, Bachelors, Married, Craft-repair, Husband, White, Male,35, United-States, >50K
27, Private, Bachelors, Never-married, Sales, Not-in-family, White, Female,40, United-States, <=50K
61, Self-employed, Didnt-grad-HS, Married, Sales, Husband, White, Male,30, United-States, >50K
41, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,50, United-States, <=50K
22, Private, Bachelors, Never-married, Tech-support, Own-child, White, Male,40, United-States, <=50K
55, Private, Bachelors, Married, Craft-repair, Husband, Black, Male,40, United-States, >50K
66, Other, Bachelors, Married, Other, Husband, White, Male,6, United-States, <=50K
25, Private, Bachelors, Married, Craft-repair, Husband, White, Male,40, United-States, <=50K
20, Private, Bachelors, Never-married, Other, Own-child, White, Female,35, United-States, <=50K
20, Private, Bachelors, Never-married, Machine-op-inspct, Other-relative, Black, Female,35, United-States, <=50K
67, Self-employed, Bachelors, Married, Exec-managerial, Husband, White, Male,16, United-States, <=50K
44, Private, Bachelors, Married, Sales, Husband, White, Male,60, United-States, >50K
42, Private, HS-grad, Married, Sales, Husband, White, Male,60, United-States, >50K
29, Government, Bachelors, Never-married, Adm-clerical, Not-in-family, Other, Male,40, Ecuador, <=50K
48, Private, Bachelors, Never-married, Craft-repair, Unmarried, White, Female,38, United-States, >50K
25, Private, HS-grad, Never-married, Adm-clerical, Other-relative, Black, Female,40, United-States, <=50K
31, Private, HS-grad, Divorced, Other, Unmarried, White, Female,99, United-States, >50K
48, Private, Bachelors, Married, Sales, Unmarried, White, Female,70, United-States, >50K
40, Private, Masters, Divorced, Prof-specialty, Not-in-family, White, Male,20, United-States, <=50K
26, Private, Bachelors, Married, Sales, Husband, White, Male,40, United-States, <=50K
28, Private, HS-grad, Married, Other, Own-child, White, Female,35, United-States, <=50K
52, Private, Bachelors, Married, Craft-repair, Husband, White, Male,40, United-States, >50K
41, Self-employed, HS-grad, Married, Prof-specialty, Husband, White, Male,40, United-States, <=50K
39, Self-employed, Bachelors, Married, Farming-fishing, Wife, White, Female,50, United-States, <=50K
48, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Female,16, Trinadad&Tobago, <=50K
19, Private, HS-grad, Never-married, Sales, Not-in-family, White, Female,30, United-States, <=50K
27, Private, Bachelors, Married, Machine-op-inspct, Husband, White, Male,40, United-States, <=50K
59, Private, Assoc-voc, Married, Sales, Husband, White, Male,50, United-States, <=50K
19, Private, Bachelors, Never-married, Sales, Other-relative, White, Male,40, United-States, <=50K
32, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,50, United-States, <=50K
39, Private, HS-grad, Never-married, Handlers-cleaners, Other-relative, White, Male,40, United-States, <=50K
33, Private, HS-grad, Married, Craft-repair, Husband, White, Male,40, United-States, <=50K
38, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Male,40, United-States, <=50K
27, Private, Bachelors, Never-married, Farming-fishing, Own-child, White, Male,45, United-States, <=50K
23, Private, HS-grad, Never-married, Exec-managerial, Own-child, White, Female,45, United-States, <=50K
59, Other, Assoc-voc, Divorced, Other, Not-in-family, White, Male,48, United-States, <=50K
25, Government, Bachelors, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,20, India, <=50K
37, Self-employed, Assoc-acdm, Married, Sales, Husband, White, Male,68, United-States, <=50K
31, Private, HS-grad, Married, Transport-moving, Husband, White, Male,65, United-States, <=50K
24, Private, Assoc-acdm, Never-married, Sales, Own-child, White, Female,37, United-States, <=50K
53, Government, Bachelors, Divorced, Adm-clerical, Unmarried, White, Female,38, Dominican-Republic, <=50K
26, Private, Bachelors, Never-married, Handlers-cleaners, Other-relative, Black, Male,40, ?, <=50K
25, Private, Bachelors, Married, Adm-clerical, Wife, White, Female,40, United-States, >50K
59, Private, Didnt-grad-HS, Never-married, Machine-op-inspct, Not-in-family, White, Male,40, United-States, <=50K
39, Government, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,40, United-States, <=50K
28, Private, Bachelors, Never-married, Handlers-cleaners, Own-child, White, Male,40, United-States, <=50K
22, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Male,40, United-States, <=50K
20, Private, HS-grad, Never-married, Craft-repair, Other-relative, White, Male,40, El-Salvador, <=50K
25, Private, Bachelors, Never-married, Other, Own-child, White, Female,40, United-States, <=50K
27, Private, Bachelors, Never-married, Craft-repair, Unmarried, White, Male,50, United-States, <=50K
20, Private, HS-grad, Never-married, Sales, Unmarried, White, Male,40, United-States, <=50K
63, Other, Bachelors, Widowed, Other, Not-in-family, Black, Female,24, United-States, <=50K
43, Self-employed, Didnt-grad-HS, Divorced, Farming-fishing, Unmarried, White, Male,25, United-States, <=50K
39, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Female,40, United-States, <=50K
27, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,45, United-States, <=50K
17, Private, Didnt-grad-HS, Never-married, Sales, Own-child, White, Female,5, United-States, <=50K
40, Government, Prof-school, Married, Prof-specialty, Husband, White, Male,72, United-States, <=50K
50, Private, Bachelors, Married, Craft-repair, Husband, White, Male,48, United-States, >50K
23, Self-employed, Bachelors, Never-married, Adm-clerical, Own-child, White, Female,35, United-States, <=50K
60, Private, HS-grad, Married, Sales, Husband, White, Male,65, United-States, >50K
30, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Female,40, United-States, <=50K
24, Private, HS-grad, Married, Handlers-cleaners, Husband, White, Male,50, United-States, <=50K
23, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Female,20, United-States, <=50K
24, Private, Bachelors, Married, Prof-specialty, Husband, White, Male,30, United-States, <=50K
45, Self-employed, Bachelors, Married, Craft-repair, Husband, White, Male,20, United-States, <=50K
58, Self-employed, Bachelors, Married, Exec-managerial, Husband, White, Male,60, United-States, >50K
22, Private, Bachelors, Never-married, Sales, Other-relative, White, Male,20, United-States, <=50K
41, Private, Bachelors, Never-married, Handlers-cleaners, Not-in-family, White, Male,40, United-States, <=50K
48, Private, Didnt-grad-HS, Married, Machine-op-inspct, Husband, White, Male,40, United-States, >50K
31, Private, HS-grad, Divorced, Machine-op-inspct, Other-relative, White, Male,40, United-States, <=50K
33, Private, Prof-school, Married, Prof-specialty, Husband, White, Male,50, United-States, >50K
49, Self-employed, Bachelors, Married, Exec-managerial, Husband, White, Male,50, United-States, <=50K
30, Private, Bachelors, Married, Prof-specialty, Husband, White, Male,50, United-States, >50K
38, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,40, United-States, <=50K
58, Government, HS-grad, Married, Transport-moving, Husband, White, Male,48, United-States, <=50K
58, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Female,50, United-States, <=50K
61, Self-employed, HS-grad, Married, Exec-managerial, Husband, White, Male,40, United-States, <=50K
58, Private, HS-grad, Married, Sales, Husband, White, Male,40, United-States, >50K
32, Private, Assoc-voc, Married, Tech-support, Husband, White, Male,45, United-States, >50K
33, Self-employed, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,50, United-States, <=50K
28, Private, Bachelors, Separated, Exec-managerial, Not-in-family, White, Female,50, United-States, >50K
22, Private, Bachelors, Never-married, Other, Own-child, White, Female,11, United-States, <=50K
35, Private, HS-grad, Married, Craft-repair, Husband, White, Male,40, United-States, >50K
59, Private, HS-grad, Married, Sales, Husband, White, Male,55, United-States, <=50K
45, Self-employed, Prof-school, Married, Exec-managerial, Husband, Asian-Pac-Islander, Male,40, ?, >50K
50, Self-employed, HS-grad, Married, Sales, Husband, Black, Male,40, United-States, <=50K
56, Self-employed, Didnt-grad-HS, Widowed, Exec-managerial, Not-in-family, White, Female,40, United-States, <=50K
36, Self-employed, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,40, United-States, <=50K
18, Other, Didnt-grad-HS, Never-married, Other, Own-child, White, Male,30, United-States, <=50K
28, Private, Bachelors, Married, Sales, Husband, Amer-Indian-Eskimo, Male,60, United-States, <=50K
42, Private, Assoc-voc, Married, Prof-specialty, Husband, Black, Male,40, United-States, >50K
60, Private, HS-grad, Married, Other, Husband, White, Male,40, United-States, <=50K
41, Self-employed, Bachelors, Married, Sales, Husband, White, Male,91, United-States, <=50K
42, Private, Bachelors, Married, Tech-support, Husband, White, Male,45, United-States, >50K
36, Private, HS-grad, Married, Craft-repair, Husband, White, Male,55, United-States, >50K
52, Government, Masters, Married, Prof-specialty, Husband, White, Male,40, United-States, >50K
42, Self-employed, HS-grad, Married, Transport-moving, Husband, White, Male,40, United-States, <=50K
26, Government, Bachelors, Married, Protective-serv, Husband, White, Male,55, United-States, >50K
31, Government, Bachelors, Divorced, Prof-specialty, Unmarried, White, Female,40, United-States, <=50K
47, Private, Didnt-grad-HS, Separated, Sales, Unmarried, White, Female,40, Mexico, <=50K
35, Private, Bachelors, Married, Machine-op-inspct, Husband, White, Male,50, United-States, <=50K
19, Private, Didnt-grad-HS, Never-married, Handlers-cleaners, Own-child, White, Male,25, United-States, <=50K
59, Self-employed, Bachelors, Married, Sales, Wife, White, Female,80, United-States, >50K
38, Private, Bachelors, Married, Exec-managerial, Husband, White, Male,40, United-States, >50K
36, Private, Bachelors, Married, Exec-managerial, Husband, White, Male,50, United-States, <=50K
35, Private, Masters, Never-married, Exec-managerial, Not-in-family, White, Female,55, United-States, <=50K
39, Private, HS-grad, Married, Farming-fishing, Husband, White, Male,30, United-States, <=50K
64, Private, Bachelors, Separated, Other, Not-in-family, White, Male,40, United-States, <=50K
17, Government, Didnt-grad-HS, Never-married, Other, Own-child, White, Female,25, United-States, <=50K
49, Private, Bachelors, Married, Other, Husband, White, Male,32, United-States, <=50K
19, Private, Bachelors, Never-married, Other, Own-child, White, Female,25, United-States, <=50K
36, Self-employed, HS-grad, Married, Prof-specialty, Wife, White, Female,40, United-States, <=50K
26, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Male,45, United-States, <=50K
27, Private, Didnt-grad-HS, Never-married, Priv-house-serv, Other-relative, White, Female,40, El-Salvador, <=50K
66, Private, Bachelors, Married, Prof-specialty, Husband, White, Male,40, United-States, >50K
38, Private, Didnt-grad-HS, Married, Adm-clerical, Husband, White, Male,40, United-States, <=50K
25, Private, Bachelors, Never-married, Exec-managerial, Other-relative, White, Female,25, United-States, <=50K
19, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,40, United-States, <=50K
30, Private, Assoc-acdm, Never-married, Craft-repair, Not-in-family, White, Male,50, United-States, >50K
22, Private, Assoc-voc, Never-married, Exec-managerial, Unmarried, Asian-Pac-Islander, Male,40, South, <=50K
60, Private, Bachelors, Divorced, Craft-repair, Own-child, White, Male,44, United-States, >50K
54, Private, Bachelors, Married, Tech-support, Husband, White, Male,18, United-States, >50K
46, Private, HS-grad, Separated, Craft-repair, Not-in-family, White, Male,37, United-States, <=50K
33, Government, Bachelors, Never-married, Other, Own-child, White, Male,40, United-States, <=50K
51, Government, Masters, Divorced, Exec-managerial, Not-in-family, White, Female,40, United-States, <=50K
43, Private, Prof-school, Married, Prof-specialty, Husband, White, Male,60, United-States, >50K
18, Other, HS-grad, Never-married, Other, Own-child, White, Female,30, United-States, <=50K
60, Self-employed, HS-grad, Married, Farming-fishing, Husband, White, Male,25, United-States, <=50K
39, Self-employed, HS-grad, Married, Farming-fishing, Husband, White, Male,60, United-States, <=50K
23, Private, Bachelors, Never-married, Tech-support, Own-child, White, Female,40, United-States, <=50K
39, Private, Assoc-acdm, Never-married, Tech-support, Not-in-family, White, Female,40, United-States, <=50K
40, Government, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,40, United-States, <=50K
48, Private, Bachelors, Married, Exec-managerial, Husband, White, Male,65, United-States, >50K
24, Private, HS-grad, Never-married, Handlers-cleaners, Other-relative, White, Male,40, United-States, <=50K
32, Private, HS-grad, Divorced, Handlers-cleaners, Not-in-family, White, Male,40, United-States, <=50K
31, Self-employed, Bachelors, Married, Craft-repair, Husband, White, Male,60, United-States, <=50K
39, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, Black, Male,40, United-States, <=50K
27, Private, Masters, Never-married, Exec-managerial, Own-child, White, Female,40, United-States, <=50K
45, Government, Masters, Never-married, Adm-clerical, Not-in-family, Black, Male,38, United-States, <=50K
22, Other, HS-grad, Divorced, Other, Other-relative, Black, Female,40, United-States, <=50K
31, Private, Bachelors, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,40, Vietnam, <=50K
63, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Female,40, United-States, <=50K
45, Private, Bachelors, Married, Exec-managerial, Husband, White, Male,50, United-States, >50K
28, Government, Bachelors, Separated, Adm-clerical, Unmarried, White, Female,50, United-States, <=50K
23, Private, Bachelors, Never-married, Sales, Own-child, White, Female,40, United-States, <=50K
50, Private, HS-grad, Married, Craft-repair, Husband, White, Male,44, United-States, >50K
33, Private, Didnt-grad-HS, Married, Protective-serv, Husband, White, Male,40, United-States, <=50K
22, Other, Bachelors, Never-married, Other, Own-child, White, Male,40, United-States, <=50K
27, Private, Bachelors, Never-married, Sales, Not-in-family, White, Male,46, United-States, >50K
29, Private, Bachelors, Married, Transport-moving, Husband, White, Male,40, United-States, <=50K
36, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,35, United-States, <=50K
60, Private, Didnt-grad-HS, Married, Craft-repair, Husband, White, Male,40, Mexico, >50K
46, Private, Bachelors, Married, Transport-moving, Husband, White, Male,50, ?, <=50K
67, Other, Masters, Widowed, Other, Not-in-family, White, Female,40, United-States, <=50K
20, Other, Bachelors, Never-married, Other, Own-child, White, Female,15, France, <=50K
23, Private, Bachelors, Never-married, Sales, Own-child, White, Male,55, United-States, <=50K
38, Self-employed, HS-grad, Married, Exec-managerial, Husband, White, Male,50, United-States, <=50K
60, Private, Prof-school, Married, Exec-managerial, Husband, White, Male,40, United-States, >50K
20, Self-employed, Bachelors, Never-married, Craft-repair, Not-in-family, White, Female,35, United-States, <=50K
37, Private, Bachelors, Widowed, Machine-op-inspct, Unmarried, Black, Female,48, United-States, <=50K
37, Private, HS-grad, Never-married, Craft-repair, Unmarried, White, Male,40, United-States, <=50K
58, Private, HS-grad, Married, Craft-repair, Husband, White, Male,40, United-States, <=50K
25, Private, Bachelors, Never-married, Craft-repair, Own-child, White, Male,30, Canada, <=50K
27, Private, Bachelors, Never-married, Adm-clerical, Unmarried, White, Female,60, United-States, <=50K
33, Private, Bachelors, Married, Machine-op-inspct, Husband, White, Male,55, United-States, <=50K
43, Government, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Female,40, United-States, <=50K
21, Government, Bachelors, Never-married, Tech-support, Own-child, Black, Male,20, United-States, <=50K
45, Private, HS-grad, Married, Craft-repair, Husband, Other, Male,40, Mexico, <=50K
44, Private, Didnt-grad-HS, Married, Machine-op-inspct, Husband, Black, Male,40, United-States, <=50K
52, Other, Didnt-grad-HS, Married, Other, Husband, White, Male,40, United-States, <=50K
53, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Male,46, United-States, >50K
31, Private, HS-grad, Never-married, Other, Own-child, Black, Female,20, United-States, <=50K
18, Government, Didnt-grad-HS, Never-married, Other, Own-child, Asian-Pac-Islander, Male,15, Philippines, <=50K
20, Private, HS-grad, Never-married, Other, Own-child, White, Female,30, United-States, <=50K
32, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,40, United-States, <=50K
48, Private, Didnt-grad-HS, Married, Transport-moving, Husband, Black, Male,40, United-States, <=50K
46, Private, HS-grad, Married, Other, Husband, Black, Male,40, United-States, <=50K
28, Private, HS-grad, Married, Machine-op-inspct, Husband, White, Male,50, United-States, <=50K
27, Self-employed, HS-grad, Never-married, Sales, Not-in-family, Black, Male,40, United-States, <=50K
18, Government, Bachelors, Never-married, Sales, Own-child, White, Female,32, United-States, <=50K
69, Self-employed, HS-grad, Married, Exec-managerial, Husband, White, Male,12, United-States, >50K
50, Self-employed, Masters, Married, Sales, Husband, White, Male,40, United-States, >50K
43, Private, HS-grad, Married, Machine-op-inspct, Wife, White, Female,40, Greece, <=50K
32, Private, Bachelors, Divorced, Sales, Unmarried, White, Female,30, United-States, <=50K
43, Private, HS-grad, Separated, Exec-managerial, Not-in-family, White, Female,48, United-States, <=50K
52, Self-employed, HS-grad, Married, Sales, Husband, White, Male,55, United-States, >50K
50, Private, Bachelors, Married, Exec-managerial, Husband, White, Male,40, ?, >50K
35, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Female,40, United-States, >50K
20, Other, HS-grad, Never-married, Other, Own-child, White, Female,5, United-States, <=50K
73, Other, HS-grad, Widowed, Other, Not-in-family, White, Female,65, United-States, <=50K
46, Private, HS-grad, Divorced, Adm-clerical, Own-child, White, Female,45, United-States, <=50K
58, Private, HS-grad, Married, Transport-moving, Husband, White, Male,60, United-States, >50K
46, Self-employed, Prof-school, Married, Prof-specialty, Husband, White, Male,60, United-States, >50K
40, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,50, United-States, <=50K
25, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Male,40, United-States, <=50K
22, Private, Assoc-acdm, Never-married, Adm-clerical, Not-in-family, White, Female,25, United-States, <=50K
33, Government, Bachelors, Married, Prof-specialty, Husband, White, Male,40, United-States, <=50K
49, Government, Assoc-voc, Married, Craft-repair, Husband, White, Male,40, United-States, <=50K
62, Private, Didnt-grad-HS, Divorced, Prof-specialty, Unmarried, White, Female,40, United-States, <=50K
56, Government, Bachelors, Divorced, Protective-serv, Not-in-family, Black, Male,48, United-States, <=50K
24, Private, HS-grad, Never-married, Transport-moving, Unmarried, White, Female,40, Mexico, <=50K
42, Private, HS-grad, Never-married, Other, Not-in-family, White, Female,40, United-States, <=50K
41, Private, Masters, Divorced, Exec-managerial, Unmarried, White, Female,40, United-States, <=50K
23, Private, Bachelors, Never-married, Other, Not-in-family, White, Male,66, Ecuador, <=50K
22, Other, Bachelors, Never-married, Other, Own-child, White, Male,40, United-States, <=50K
35, Private, Bachelors, Never-married, Adm-clerical, Other-relative, White, Male,40, United-States, <=50K
42, Private, HS-grad, Married, Handlers-cleaners, Other-relative, Asian-Pac-Islander, Male,40, ?, <=50K
22, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male,40, Mexico, <=50K
32, Self-employed, HS-grad, Married, Craft-repair, Husband, White, Male,50, United-States, <=50K
25, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,40, United-States, <=50K
66, Private, Didnt-grad-HS, Divorced, Priv-house-serv, Not-in-family, Black, Female,15, United-States, <=50K
26, Government, HS-grad, Married, Protective-serv, Husband, White, Male,38, United-States, <=50K
